"","country_code","month","edits","edits_ns0"
"605","GH","2021-05","> 1000","> 1000"
"606","GH","2021-06","> 1000","> 1000"
"607","GH","2021-07","> 1000","> 1000"
"608","GH","2021-08","> 1000","> 1000"
"609","GI","2020-09","501 - 600","501 - 600"
"610","GI","2020-10","301 - 400","301 - 400"
"611","GI","2020-11","1 - 100","1 - 100"
"612","GI","2020-12","1 - 100","1 - 100"
"613","GI","2021-01","1 - 100","1 - 100"
"614","GI","2021-02","1 - 100","1 - 100"
"615","GI","2021-03","1 - 100","1 - 100"
"616","GI","2021-04","1 - 100","1 - 100"
"617","GI","2021-05","1 - 100","1 - 100"
"618","GI","2021-06","1 - 100","1 - 100"
"619","GI","2021-07","1 - 100","1 - 100"
"620","GI","2021-08","1 - 100","1 - 100"
"621","GL","2020-09","1 - 100","1 - 100"
"622","GL","2020-10","1 - 100","1 - 100"
"623","GL","2020-11","1 - 100","1 - 100"
"624","GL","2020-12","1 - 100","1 - 100"
"625","GL","2021-01","101 - 200","101 - 200"
"626","GL","2021-02","501 - 600","501 - 600"
"627","GL","2021-03","1 - 100","1 - 100"
"628","GL","2021-04","1 - 100","1 - 100"
"629","GL","2021-07","1 - 100","0"
"630","GL","2021-08","1 - 100","1 - 100"
"631","GM","2020-09","1 - 100","1 - 100"
"632","GM","2020-10","1 - 100","1 - 100"
"633","GM","2020-11","1 - 100","1 - 100"
"634","GM","2020-12","1 - 100","1 - 100"
"635","GM","2021-01","1 - 100","1 - 100"
"636","GM","2021-03","1 - 100","1 - 100"
"637","GM","2021-05","1 - 100","1 - 100"
"638","GN","2020-09","> 1000","> 1000"
"639","GN","2020-10","201 - 300","201 - 300"
"640","GN","2020-11","401 - 500","401 - 500"
"641","GN","2020-12","101 - 200","101 - 200"
"642","GN","2021-01","101 - 200","101 - 200"
"643","GN","2021-02","1 - 100","1 - 100"
"644","GN","2021-03","301 - 400","301 - 400"
"645","GN","2021-04","> 1000","> 1000"
"646","GN","2021-05","901 - 1000","901 - 1000"
"647","GN","2021-06","401 - 500","401 - 500"
"648","GN","2021-07","501 - 600","401 - 500"
"649","GN","2021-08","301 - 400","301 - 400"
"650","GP","2020-09","1 - 100","1 - 100"
"651","GP","2020-10","1 - 100","1 - 100"
"652","GP","2020-11","1 - 100","1 - 100"
"653","GP","2020-12","1 - 100","1 - 100"
"654","GP","2021-01","1 - 100","1 - 100"
"655","GP","2021-02","1 - 100","1 - 100"
"656","GP","2021-03","1 - 100","1 - 100"
"657","GP","2021-04","1 - 100","1 - 100"
"658","GP","2021-05","1 - 100","1 - 100"
"659","GP","2021-06","1 - 100","1 - 100"
"660","GP","2021-07","1 - 100","1 - 100"
"661","GP","2021-08","1 - 100","1 - 100"
"662","GR","2020-09","> 1000","> 1000"
"663","GR","2020-10","> 1000","> 1000"
"664","GR","2020-11","> 1000","> 1000"
"665","GR","2020-12","> 1000","> 1000"
"666","GR","2021-01","> 1000","> 1000"
"667","GR","2021-02","> 1000","> 1000"
"668","GR","2021-03","> 1000","> 1000"
"669","GR","2021-04","> 1000","> 1000"
"670","GR","2021-05","> 1000","> 1000"
"671","GR","2021-06","> 1000","> 1000"
"672","GR","2021-07","> 1000","> 1000"
"673","GR","2021-08","> 1000","> 1000"
"674","GT","2020-09","501 - 600","501 - 600"
"675","GT","2020-10","401 - 500","401 - 500"
"676","GT","2020-11","301 - 400","301 - 400"
"677","GT","2020-12","801 - 900","801 - 900"
"678","GT","2021-01","501 - 600","501 - 600"
"679","GT","2021-02","301 - 400","301 - 400"
"680","GT","2021-03","301 - 400","301 - 400"
"681","GT","2021-04","401 - 500","401 - 500"
"682","GT","2021-05","401 - 500","401 - 500"
"683","GT","2021-06","401 - 500","401 - 500"
"684","GT","2021-07","601 - 700","601 - 700"
"685","GT","2021-08","301 - 400","301 - 400"
"686","GU","2020-10","1 - 100","1 - 100"
"687","GU","2020-11","1 - 100","1 - 100"
"688","GU","2021-01","1 - 100","1 - 100"
"689","GU","2021-07","1 - 100","1 - 100"
"690","GW","2020-09","1 - 100","1 - 100"
"691","GW","2020-11","1 - 100","1 - 100"
"692","GW","2020-12","1 - 100","1 - 100"
"693","GW","2021-01","1 - 100","1 - 100"
"694","GW","2021-08","1 - 100","1 - 100"
"695","GY","2020-10","1 - 100","1 - 100"
"696","GY","2020-11","1 - 100","1 - 100"
"697","GY","2020-12","1 - 100","1 - 100"
"698","GY","2021-01","1 - 100","1 - 100"
"699","GY","2021-02","1 - 100","1 - 100"
"700","GY","2021-05","1 - 100","1 - 100"
"701","GY","2021-07","1 - 100","1 - 100"
"702","HK","2020-09","> 1000","> 1000"
"703","HK","2020-10","> 1000","> 1000"
"704","HK","2020-11","> 1000","> 1000"
"705","HK","2020-12","> 1000","> 1000"
"706","HK","2021-01","> 1000","> 1000"
"707","HK","2021-02","> 1000","> 1000"
"708","HK","2021-03","> 1000","> 1000"
"709","HK","2021-04","> 1000","> 1000"
"710","HK","2021-05","> 1000","> 1000"
"711","HK","2021-06","> 1000","> 1000"
"712","HK","2021-07","> 1000","> 1000"
"713","HK","2021-08","> 1000","> 1000"
"714","HN","2020-09","101 - 200","101 - 200"
"715","HN","2020-10","201 - 300","201 - 300"
"716","HN","2020-11","101 - 200","101 - 200"
"717","HN","2020-12","1 - 100","1 - 100"
"718","HN","2021-01","101 - 200","101 - 200"
"719","HN","2021-02","401 - 500","401 - 500"
"720","HN","2021-03","301 - 400","301 - 400"
"721","HN","2021-04","201 - 300","201 - 300"
"722","HN","2021-05","201 - 300","201 - 300"
"723","HN","2021-06","101 - 200","101 - 200"
"724","HN","2021-07","301 - 400","301 - 400"
"725","HN","2021-08","501 - 600","501 - 600"
"726","HR","2020-09","> 1000","> 1000"
"727","HR","2020-10","> 1000","> 1000"
"728","HR","2020-11","> 1000","> 1000"
"729","HR","2020-12","> 1000","> 1000"
"730","HR","2021-01","> 1000","> 1000"
"731","HR","2021-02","> 1000","> 1000"
"732","HR","2021-03","> 1000","> 1000"
"733","HR","2021-04","> 1000","> 1000"
"734","HR","2021-05","> 1000","> 1000"
"735","HR","2021-06","> 1000","> 1000"
"736","HR","2021-07","> 1000","> 1000"
"737","HR","2021-08","> 1000","> 1000"
"738","HT","2020-09","101 - 200","101 - 200"
"739","HT","2020-10","601 - 700","601 - 700"
"740","HT","2020-11","1 - 100","1 - 100"
"741","HT","2020-12","201 - 300","201 - 300"
"742","HT","2021-01","101 - 200","101 - 200"
"743","HT","2021-02","301 - 400","301 - 400"
"744","HT","2021-03","101 - 200","101 - 200"
"745","HT","2021-04","101 - 200","101 - 200"
"746","HT","2021-05","1 - 100","1 - 100"
"747","HT","2021-06","101 - 200","101 - 200"
"748","HT","2021-07","1 - 100","1 - 100"
"749","HT","2021-08","1 - 100","1 - 100"
"750","HU","2020-09","> 1000","> 1000"
"751","HU","2020-10","> 1000","> 1000"
"752","HU","2020-11","> 1000","> 1000"
"753","HU","2020-12","> 1000","> 1000"
"754","HU","2021-01","> 1000","> 1000"
"755","HU","2021-02","> 1000","> 1000"
"756","HU","2021-03","> 1000","> 1000"
"757","HU","2021-04","> 1000","> 1000"
"758","HU","2021-05","> 1000","> 1000"
"759","HU","2021-06","> 1000","> 1000"
"760","HU","2021-07","> 1000","> 1000"
"761","HU","2021-08","> 1000","> 1000"
"762","ID","2020-09","> 1000","> 1000"
"763","ID","2020-10","> 1000","> 1000"
"764","ID","2020-11","> 1000","> 1000"
"765","ID","2020-12","> 1000","> 1000"
"766","ID","2021-01","> 1000","> 1000"
"767","ID","2021-02","> 1000","> 1000"
"768","ID","2021-03","> 1000","> 1000"
"769","ID","2021-04","> 1000","> 1000"
"770","ID","2021-05","> 1000","> 1000"
"771","ID","2021-06","> 1000","> 1000"
"772","ID","2021-07","> 1000","> 1000"
"773","ID","2021-08","> 1000","> 1000"
"774","IE","2020-09","> 1000","> 1000"
"775","IE","2020-10","> 1000","> 1000"
"776","IE","2020-11","> 1000","> 1000"
"777","IE","2020-12","> 1000","> 1000"
"778","IE","2021-01","> 1000","> 1000"
"779","IE","2021-02","> 1000","> 1000"
"780","IE","2021-03","> 1000","> 1000"
"781","IE","2021-04","> 1000","> 1000"
"782","IE","2021-05","> 1000","> 1000"
"783","IE","2021-06","> 1000","> 1000"
"784","IE","2021-07","> 1000","> 1000"
"785","IE","2021-08","> 1000","> 1000"
"786","IL","2020-09","> 1000","> 1000"
"787","IL","2020-10","> 1000","> 1000"
"788","IL","2020-11","> 1000","> 1000"
"789","IL","2020-12","> 1000","> 1000"
"790","IL","2021-01","> 1000","> 1000"
"791","IL","2021-02","> 1000","> 1000"
"792","IL","2021-03","> 1000","> 1000"
"793","IL","2021-04","> 1000","> 1000"
"794","IL","2021-05","> 1000","> 1000"
"795","IL","2021-06","> 1000","> 1000"
"796","IL","2021-07","> 1000","> 1000"
"797","IL","2021-08","> 1000","> 1000"
"798","IM","2020-09","1 - 100","1 - 100"
"799","IM","2020-10","1 - 100","1 - 100"
"800","IM","2020-11","1 - 100","1 - 100"
"801","IM","2020-12","1 - 100","1 - 100"
"802","IM","2021-01","1 - 100","1 - 100"
"803","IM","2021-02","1 - 100","1 - 100"
"804","IM","2021-03","1 - 100","1 - 100"
"805","IM","2021-04","1 - 100","1 - 100"
"806","IM","2021-05","1 - 100","1 - 100"
"807","IM","2021-06","1 - 100","1 - 100"
"808","IM","2021-07","1 - 100","1 - 100"
"809","IM","2021-08","1 - 100","1 - 100"
"810","IN","2020-09","> 1000","> 1000"
"811","IN","2020-10","> 1000","> 1000"
"812","IN","2020-11","> 1000","> 1000"
"813","IN","2020-12","> 1000","> 1000"
"814","IN","2021-01","> 1000","> 1000"
"815","IN","2021-02","> 1000","> 1000"
"816","IN","2021-03","> 1000","> 1000"
"817","IN","2021-04","> 1000","> 1000"
"818","IN","2021-05","> 1000","> 1000"
"819","IN","2021-06","> 1000","> 1000"
"820","IN","2021-07","> 1000","> 1000"
"821","IN","2021-08","> 1000","> 1000"
"822","IS","2020-09","201 - 300","201 - 300"
"823","IS","2020-10","401 - 500","401 - 500"
"824","IS","2020-11","301 - 400","301 - 400"
"825","IS","2020-12","301 - 400","301 - 400"
"826","IS","2021-01","301 - 400","301 - 400"
"827","IS","2021-02","401 - 500","401 - 500"
"828","IS","2021-03","901 - 1000","901 - 1000"
"829","IS","2021-04","601 - 700","601 - 700"
"830","IS","2021-05","401 - 500","401 - 500"
"831","IS","2021-06","901 - 1000","901 - 1000"
"832","IS","2021-07","201 - 300","201 - 300"
"833","IS","2021-08","101 - 200","101 - 200"
"834","IT","2020-09","> 1000","> 1000"
"835","IT","2020-10","> 1000","> 1000"
"836","IT","2020-11","> 1000","> 1000"
"837","IT","2020-12","> 1000","> 1000"
"838","IT","2021-01","> 1000","> 1000"
"839","IT","2021-02","> 1000","> 1000"
"840","IT","2021-03","> 1000","> 1000"
"841","IT","2021-04","> 1000","> 1000"
"842","IT","2021-05","> 1000","> 1000"
"843","IT","2021-06","> 1000","> 1000"
"844","IT","2021-07","> 1000","> 1000"
"845","IT","2021-08","> 1000","> 1000"
"846","JE","2020-09","1 - 100","1 - 100"
"847","JE","2020-10","1 - 100","1 - 100"
"848","JE","2020-11","1 - 100","1 - 100"
"849","JE","2020-12","1 - 100","1 - 100"
"850","JE","2021-01","1 - 100","1 - 100"
"851","JE","2021-02","1 - 100","1 - 100"
"852","JE","2021-03","101 - 200","101 - 200"
"853","JE","2021-04","201 - 300","201 - 300"
"854","JE","2021-05","1 - 100","1 - 100"
"855","JE","2021-06","1 - 100","1 - 100"
"856","JE","2021-07","1 - 100","1 - 100"
"857","JE","2021-08","101 - 200","101 - 200"
"858","JM","2020-09","1 - 100","1 - 100"
"859","JM","2020-10","1 - 100","1 - 100"
"860","JM","2020-11","1 - 100","1 - 100"
"861","JM","2020-12","1 - 100","1 - 100"
"862","JM","2021-01","1 - 100","1 - 100"
"863","JM","2021-02","1 - 100","1 - 100"
"864","JM","2021-03","1 - 100","1 - 100"
"865","JM","2021-04","1 - 100","1 - 100"
"866","JM","2021-05","1 - 100","1 - 100"
"867","JM","2021-06","1 - 100","1 - 100"
"868","JM","2021-07","1 - 100","1 - 100"
"869","JM","2021-08","1 - 100","1 - 100"
"870","JO","2020-09","601 - 700","601 - 700"
"871","JO","2020-10","901 - 1000","901 - 1000"
"872","JO","2020-11","701 - 800","701 - 800"
"873","JO","2020-12","801 - 900","701 - 800"
"874","JO","2021-01","501 - 600","501 - 600"
"875","JO","2021-02","701 - 800","701 - 800"
"876","JO","2021-03","601 - 700","601 - 700"
"877","JO","2021-04","501 - 600","501 - 600"
"878","JO","2021-05","701 - 800","701 - 800"
"879","JO","2021-06","301 - 400","301 - 400"
"880","JO","2021-07","501 - 600","501 - 600"
"881","JO","2021-08","701 - 800","701 - 800"
"882","JP","2020-09","> 1000","> 1000"
"883","JP","2020-10","> 1000","> 1000"
"884","JP","2020-11","> 1000","> 1000"
"885","JP","2020-12","> 1000","> 1000"
"886","JP","2021-01","> 1000","> 1000"
"887","JP","2021-02","> 1000","> 1000"
"888","JP","2021-03","> 1000","> 1000"
"889","JP","2021-04","> 1000","> 1000"
"890","JP","2021-05","> 1000","> 1000"
"891","JP","2021-06","> 1000","> 1000"
"892","JP","2021-07","> 1000","> 1000"
"893","JP","2021-08","> 1000","> 1000"
"894","KE","2020-09","201 - 300","201 - 300"
"895","KE","2020-10","101 - 200","101 - 200"
"896","KE","2020-11","101 - 200","101 - 200"
"897","KE","2020-12","1 - 100","1 - 100"
"898","KE","2021-01","101 - 200","1 - 100"
"899","KE","2021-02","101 - 200","101 - 200"
"900","KE","2021-03","1 - 100","1 - 100"
"901","KE","2021-04","101 - 200","101 - 200"
"902","KE","2021-05","1 - 100","1 - 100"
"903","KE","2021-06","1 - 100","1 - 100"
"904","KE","2021-07","1 - 100","1 - 100"
"905","KE","2021-08","1 - 100","1 - 100"
"906","KG","2020-09","1 - 100","1 - 100"
"907","KG","2020-10","1 - 100","1 - 100"
"908","KG","2020-11","1 - 100","1 - 100"
"909","KG","2020-12","> 1000","> 1000"
"910","KG","2021-01","1 - 100","1 - 100"
"911","KG","2021-02","1 - 100","1 - 100"
"912","KG","2021-03","101 - 200","101 - 200"
"913","KG","2021-04","1 - 100","1 - 100"
"914","KG","2021-05","601 - 700","601 - 700"
"915","KG","2021-06","1 - 100","1 - 100"
"916","KG","2021-07","1 - 100","1 - 100"
"917","KG","2021-08","1 - 100","1 - 100"
"918","KH","2020-09","301 - 400","301 - 400"
"919","KH","2020-10","1 - 100","1 - 100"
"920","KH","2020-11","1 - 100","1 - 100"
"921","KH","2020-12","101 - 200","101 - 200"
"922","KH","2021-01","301 - 400","301 - 400"
"923","KH","2021-02","301 - 400","301 - 400"
"924","KH","2021-03","201 - 300","201 - 300"
"925","KH","2021-04","201 - 300","201 - 300"
"926","KH","2021-05","1 - 100","1 - 100"
"927","KH","2021-06","401 - 500","401 - 500"
"928","KH","2021-07","701 - 800","701 - 800"
"929","KH","2021-08","301 - 400","301 - 400"
"930","KM","2020-12","1 - 100","1 - 100"
"931","KM","2021-01","1 - 100","1 - 100"
"932","KM","2021-02","1 - 100","1 - 100"
"933","KM","2021-03","1 - 100","1 - 100"
"934","KM","2021-04","1 - 100","1 - 100"
"935","KR","2020-09","> 1000","> 1000"
"936","KR","2020-10","> 1000","> 1000"
"937","KR","2020-11","> 1000","> 1000"
"938","KR","2020-12","> 1000","> 1000"
"939","KR","2021-01","> 1000","> 1000"
"940","KR","2021-02","> 1000","> 1000"
"941","KR","2021-03","> 1000","> 1000"
"942","KR","2021-04","> 1000","> 1000"
"943","KR","2021-05","> 1000","> 1000"
"944","KR","2021-06","> 1000","> 1000"
"945","KR","2021-07","> 1000","> 1000"
"946","KR","2021-08","> 1000","> 1000"
"947","KW","2020-09","101 - 200","101 - 200"
"948","KW","2020-10","101 - 200","101 - 200"
"949","KW","2020-11","101 - 200","101 - 200"
"950","KW","2020-12","101 - 200","101 - 200"
"951","KW","2021-01","101 - 200","101 - 200"
"952","KW","2021-02","301 - 400","301 - 400"
"953","KW","2021-03","201 - 300","201 - 300"
"954","KW","2021-04","401 - 500","401 - 500"
"955","KW","2021-05","201 - 300","201 - 300"
"956","KW","2021-06","101 - 200","101 - 200"
"957","KW","2021-07","201 - 300","201 - 300"
"958","KW","2021-08","201 - 300","201 - 300"
"959","KY","2021-05","1 - 100","1 - 100"
"960","LB","2020-09","> 1000","> 1000"
"961","LB","2020-10","> 1000","> 1000"
"962","LB","2020-11","> 1000","> 1000"
"963","LB","2020-12","> 1000","> 1000"
"964","LB","2021-01","> 1000","> 1000"
"965","LB","2021-02","> 1000","> 1000"
"966","LB","2021-03","> 1000","> 1000"
"967","LB","2021-04","> 1000","> 1000"
"968","LB","2021-05","> 1000","> 1000"
"969","LB","2021-06","> 1000","> 1000"
"970","LB","2021-07","> 1000","> 1000"
"971","LB","2021-08","> 1000","> 1000"
"972","LC","2020-09","1 - 100","1 - 100"
"973","LC","2020-10","1 - 100","1 - 100"
"974","LC","2020-11","1 - 100","1 - 100"
"975","LC","2020-12","1 - 100","1 - 100"
"976","LC","2021-01","1 - 100","1 - 100"
"977","LC","2021-02","1 - 100","1 - 100"
"978","LC","2021-03","1 - 100","1 - 100"
"979","LC","2021-04","1 - 100","1 - 100"
"980","LC","2021-05","1 - 100","1 - 100"
"981","LC","2021-06","1 - 100","1 - 100"
"982","LC","2021-07","1 - 100","1 - 100"
"983","LC","2021-08","1 - 100","1 - 100"
"984","LI","2020-09","1 - 100","1 - 100"
"985","LI","2020-11","1 - 100","1 - 100"
"986","LI","2020-12","1 - 100","1 - 100"
"987","LI","2021-01","1 - 100","1 - 100"
"988","LI","2021-02","1 - 100","1 - 100"
"989","LI","2021-03","1 - 100","1 - 100"
"990","LI","2021-05","1 - 100","1 - 100"
"991","LI","2021-06","1 - 100","1 - 100"
"992","LK","2020-09","201 - 300","201 - 300"
"993","LK","2020-10","501 - 600","501 - 600"
"994","LK","2020-11","401 - 500","401 - 500"
"995","LK","2020-12","901 - 1000","901 - 1000"
"996","LK","2021-01","> 1000","> 1000"
"997","LK","2021-02","> 1000","> 1000"
"998","LK","2021-03","> 1000","> 1000"
"999","LK","2021-04","> 1000","> 1000"
"1000","LK","2021-05","701 - 800","701 - 800"
"1001","LK","2021-06","501 - 600","501 - 600"
"1002","LK","2021-07","> 1000","> 1000"
"1003","LK","2021-08","> 1000","> 1000"
"1004","LR","2020-09","1 - 100","1 - 100"
"1005","LR","2020-10","1 - 100","1 - 100"
"1006","LR","2020-11","1 - 100","1 - 100"
"1007","LR","2021-01","1 - 100","1 - 100"
"1008","LR","2021-02","1 - 100","1 - 100"
"1009","LR","2021-03","1 - 100","1 - 100"
"1010","LR","2021-04","1 - 100","1 - 100"
"1011","LR","2021-05","1 - 100","1 - 100"
"1012","LR","2021-06","1 - 100","1 - 100"
"1013","LR","2021-07","1 - 100","1 - 100"
"1014","LR","2021-08","1 - 100","1 - 100"
"1015","LS","2020-12","1 - 100","1 - 100"
"1016","LS","2021-01","1 - 100","1 - 100"
"1017","LS","2021-04","1 - 100","1 - 100"
"1018","LS","2021-08","1 - 100","1 - 100"
"1019","LT","2020-09","> 1000","> 1000"
"1020","LT","2020-10","> 1000","> 1000"
"1021","LT","2020-11","> 1000","> 1000"
"1022","LT","2020-12","> 1000","> 1000"
"1023","LT","2021-01","> 1000","> 1000"
"1024","LT","2021-02","> 1000","> 1000"
"1025","LT","2021-03","> 1000","> 1000"
"1026","LT","2021-04","> 1000","> 1000"
"1027","LT","2021-05","701 - 800","701 - 800"
"1028","LT","2021-06","401 - 500","401 - 500"
"1029","LT","2021-07","801 - 900","801 - 900"
"1030","LT","2021-08","601 - 700","601 - 700"
"1031","LU","2020-09","> 1000","> 1000"
"1032","LU","2020-10","> 1000","> 1000"
"1033","LU","2020-11","> 1000","> 1000"
"1034","LU","2020-12","> 1000","> 1000"
"1035","LU","2021-01","> 1000","> 1000"
"1036","LU","2021-02","> 1000","> 1000"
"1037","LU","2021-03","> 1000","> 1000"
"1038","LU","2021-04","> 1000","> 1000"
"1039","LU","2021-05","> 1000","> 1000"
"1040","LU","2021-06","> 1000","> 1000"
"1041","LU","2021-07","> 1000","> 1000"
"1042","LU","2021-08","> 1000","> 1000"
"1043","LV","2020-09","> 1000","> 1000"
"1044","LV","2020-10","> 1000","> 1000"
"1045","LV","2020-11","> 1000","> 1000"
"1046","LV","2020-12","> 1000","> 1000"
"1047","LV","2021-01","> 1000","> 1000"
"1048","LV","2021-02","> 1000","> 1000"
"1049","LV","2021-03","> 1000","> 1000"
"1050","LV","2021-04","> 1000","> 1000"
"1051","LV","2021-05","> 1000","> 1000"
"1052","LV","2021-06","> 1000","> 1000"
"1053","LV","2021-07","> 1000","> 1000"
"1054","LV","2021-08","> 1000","> 1000"
"1055","MA","2020-09","> 1000","> 1000"
"1056","MA","2020-10","> 1000","> 1000"
"1057","MA","2020-11","> 1000","> 1000"
"1058","MA","2020-12","> 1000","> 1000"
"1059","MA","2021-01","> 1000","> 1000"
"1060","MA","2021-02","> 1000","> 1000"
"1061","MA","2021-03","> 1000","> 1000"
"1062","MA","2021-04","> 1000","> 1000"
"1063","MA","2021-05","> 1000","> 1000"
"1064","MA","2021-06","> 1000","> 1000"
"1065","MA","2021-07","> 1000","> 1000"
"1066","MA","2021-08","> 1000","> 1000"
"1067","MC","2020-09","1 - 100","1 - 100"
"1068","MC","2020-10","1 - 100","1 - 100"
"1069","MC","2020-11","1 - 100","1 - 100"
"1070","MC","2020-12","1 - 100","1 - 100"
"1071","MC","2021-02","1 - 100","1 - 100"
"1072","MC","2021-03","1 - 100","1 - 100"
"1073","MC","2021-04","1 - 100","1 - 100"
"1074","MC","2021-05","1 - 100","1 - 100"
"1075","MC","2021-08","1 - 100","1 - 100"
"1076","MD","2020-09","301 - 400","301 - 400"
"1077","MD","2020-10","701 - 800","601 - 700"
"1078","MD","2020-11","501 - 600","501 - 600"
"1079","MD","2020-12","701 - 800","701 - 800"
"1080","MD","2021-01","701 - 800","701 - 800"
"1081","MD","2021-02","> 1000","> 1000"
"1082","MD","2021-03","> 1000","> 1000"
"1083","MD","2021-04","> 1000","> 1000"
"1084","MD","2021-05","901 - 1000","901 - 1000"
"1085","MD","2021-06","301 - 400","301 - 400"
"1086","MD","2021-07","801 - 900","801 - 900"
"1087","MD","2021-08","701 - 800","701 - 800"
"1088","ME","2020-09","1 - 100","1 - 100"
"1089","ME","2020-10","101 - 200","101 - 200"
"1090","ME","2020-11","401 - 500","401 - 500"
"1091","ME","2020-12","201 - 300","201 - 300"
"1092","ME","2021-01","1 - 100","1 - 100"
"1093","ME","2021-02","1 - 100","1 - 100"
"1094","ME","2021-03","1 - 100","1 - 100"
"1095","ME","2021-04","1 - 100","1 - 100"
"1096","ME","2021-05","1 - 100","1 - 100"
"1097","ME","2021-06","201 - 300","201 - 300"
"1098","ME","2021-07","201 - 300","201 - 300"
"1099","ME","2021-08","701 - 800","701 - 800"
"1100","MG","2020-09","1 - 100","1 - 100"
"1101","MG","2020-10","401 - 500","401 - 500"
"1102","MG","2020-11","1 - 100","1 - 100"
"1103","MG","2020-12","101 - 200","101 - 200"
"1104","MG","2021-01","401 - 500","401 - 500"
"1105","MG","2021-02","1 - 100","1 - 100"
"1106","MG","2021-03","1 - 100","1 - 100"
"1107","MG","2021-04","1 - 100","1 - 100"
"1108","MG","2021-05","1 - 100","1 - 100"
"1109","MG","2021-06","1 - 100","1 - 100"
"1110","MG","2021-07","1 - 100","1 - 100"
"1111","MG","2021-08","1 - 100","1 - 100"
"1112","MH","2021-03","1 - 100","1 - 100"
"1113","MK","2020-09","> 1000","> 1000"
"1114","MK","2020-10","> 1000","> 1000"
"1115","MK","2020-11","> 1000","> 1000"
"1116","MK","2020-12","> 1000","> 1000"
"1117","MK","2021-01","> 1000","> 1000"
"1118","MK","2021-02","> 1000","> 1000"
"1119","MK","2021-03","> 1000","> 1000"
"1120","MK","2021-04","> 1000","> 1000"
"1121","MK","2021-05","901 - 1000","901 - 1000"
"1122","MK","2021-06","601 - 700","601 - 700"
"1123","MK","2021-07","901 - 1000","901 - 1000"
"1124","MK","2021-08","> 1000","> 1000"
"1125","ML","2020-09","201 - 300","201 - 300"
"1126","ML","2020-10","201 - 300","201 - 300"
"1127","ML","2020-11","101 - 200","101 - 200"
"1128","ML","2020-12","1 - 100","1 - 100"
"1129","ML","2021-01","1 - 100","1 - 100"
"1130","ML","2021-02","1 - 100","1 - 100"
"1131","ML","2021-03","1 - 100","1 - 100"
"1132","ML","2021-04","1 - 100","1 - 100"
"1133","ML","2021-05","1 - 100","1 - 100"
"1134","ML","2021-06","1 - 100","1 - 100"
"1135","ML","2021-07","1 - 100","1 - 100"
"1136","ML","2021-08","1 - 100","1 - 100"
"1137","MN","2020-09","1 - 100","1 - 100"
"1138","MN","2020-10","1 - 100","1 - 100"
"1139","MN","2020-11","101 - 200","101 - 200"
"1140","MN","2020-12","101 - 200","101 - 200"
"1141","MN","2021-01","1 - 100","1 - 100"
"1142","MN","2021-02","1 - 100","1 - 100"
"1143","MN","2021-03","201 - 300","201 - 300"
"1144","MN","2021-04","101 - 200","101 - 200"
"1145","MN","2021-05","401 - 500","401 - 500"
"1146","MN","2021-06","401 - 500","401 - 500"
"1147","MN","2021-07","201 - 300","201 - 300"
"1148","MN","2021-08","101 - 200","101 - 200"
"1149","MO","2020-09","> 1000","> 1000"
"1150","MO","2020-10","401 - 500","401 - 500"
"1151","MO","2020-11","1 - 100","1 - 100"
"1152","MO","2020-12","601 - 700","601 - 700"
"1153","MO","2021-01","401 - 500","401 - 500"
"1154","MO","2021-02","701 - 800","701 - 800"
"1155","MO","2021-03","101 - 200","101 - 200"
"1156","MO","2021-04","301 - 400","301 - 400"
"1157","MO","2021-05","601 - 700","601 - 700"
"1158","MO","2021-06","> 1000","> 1000"
"1159","MO","2021-07","> 1000","> 1000"
"1160","MO","2021-08","> 1000","> 1000"
"1161","MQ","2020-09","1 - 100","1 - 100"
"1162","MQ","2020-10","1 - 100","1 - 100"
"1163","MQ","2020-11","1 - 100","1 - 100"
"1164","MQ","2020-12","1 - 100","1 - 100"
"1165","MQ","2021-01","1 - 100","1 - 100"
"1166","MQ","2021-02","1 - 100","1 - 100"
"1167","MQ","2021-03","1 - 100","1 - 100"
"1168","MQ","2021-04","1 - 100","1 - 100"
"1169","MQ","2021-05","1 - 100","1 - 100"
"1170","MQ","2021-06","1 - 100","1 - 100"
"1171","MQ","2021-07","1 - 100","1 - 100"
"1172","MQ","2021-08","1 - 100","1 - 100"
"1173","MR","2020-09","1 - 100","1 - 100"
"1174","MR","2020-10","1 - 100","1 - 100"
"1175","MR","2020-11","1 - 100","1 - 100"
"1176","MR","2020-12","1 - 100","1 - 100"
"1177","MR","2021-01","1 - 100","1 - 100"
"1178","MR","2021-02","1 - 100","1 - 100"
"1179","MR","2021-03","1 - 100","1 - 100"
"1180","MR","2021-04","1 - 100","1 - 100"
"1181","MR","2021-05","1 - 100","1 - 100"
"1182","MR","2021-06","1 - 100","1 - 100"
"1183","MR","2021-07","1 - 100","1 - 100"
"1184","MR","2021-08","1 - 100","1 - 100"
"1185","MT","2020-09","101 - 200","101 - 200"
"1186","MT","2020-10","1 - 100","1 - 100"
"1187","MT","2020-11","1 - 100","1 - 100"
"1188","MT","2020-12","1 - 100","1 - 100"
"1189","MT","2021-01","101 - 200","101 - 200"
"1190","MT","2021-02","1 - 100","1 - 100"
"1191","MT","2021-03","1 - 100","1 - 100"
"1192","MT","2021-04","1 - 100","1 - 100"
"1193","MT","2021-05","201 - 300","201 - 300"
"1194","MT","2021-06","301 - 400","301 - 400"
"1195","MT","2021-07","101 - 200","101 - 200"
